grievance_id,text,category,,,,,,,,,,,,,,,,,,,,,,,
GRVH900380,"Government school Jaipur mein books 20 din se distribute nahi hui, session shuru ho chuka hai. Thank you.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900612,"Sir/Madam, Death certificate apply kiya tha two weeks pehle Patna mein, abhi tak nahi mila. Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900614,"Birth certificate Patna nagar nigam se 2 hafte se nahi bana, school admission ruk gaya.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900405,"?????, ????????? ????? ??????? Gwalior ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900399,"Sir/Madam, PDS dealer Model Town mein kerosene nahi de raha, black market mein bech raha h shayad. ????? ???? ???????? ?????",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900005,"Respected Sir, Water supply ka pipeline Patna mein fata pada hai, saaf paani nahi mil raha logo ko. Bahut pareshaan hain hum log.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900316,"Sarkari hospital Indore mein doctor one week se nahi aa rahe, mareez pareshan hain. Bahut pareshaan hain hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900278,"???? Madan Mahal ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 3 din ??? ?? ??? ???????? ????? Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900242,"Namaste sir, Registry ke baad bhi khasra number update nahi hua Sector 7 revenue office mein.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900288,"Namaste sir, FIR Indore thane mein darj nahi ki ja rahi hai 3 din se, police sun nahi rahi. Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900236,"???? ????? Jabalpur ??? 5 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Please take urgent action.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900225,"?????, ???? ????? Ranchi ??? 2 hafte ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900464,"?????, Passbook update Napier Town bank branch mein a month se nhi ho raha, staff kaam nahi kar rahe. Otherwise we will protest.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900446,"Namaste sir, ?????? ??? ????? Ranchi ???? ???? ??? 1 mahine ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Thank you.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900502,"?????, ????? ?????? ???? ?????? ?? ??? 1500 ???? ????? ?? Wright Town ???????? ???? Sadar naman.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900202,"Dear officer, Divyang pension yojna ka labh Ashok Gupta ko 2 hafte se nhi mil raha Model Town mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900393,"???? ?? ????? Bhopal ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900613,"???? ?????? ???? ??? ??? ??? ?? ??? ?? Gwalior ???????? ??, ????? ?????? Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900594,"???? ?????? ???? ??? ??? ??? ?? ??? ?? Indore ???????? ??, ????? ??????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900049,"Sir/Madam, Nagpur mein bijli 20 din se gayab hai, transformer kharab ho gaya lagta hai. Please take urgent action.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900317,"Blood bank Ward 12 mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Kripya jald samadhan karein.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900486,"Sir/Madam, Bribe li gayi thi Anil Yadav se Jaipur office mein kaam ke badle mein, sabuth hai. Thank you.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900403,"Dear officer, ???? ?? ????? Adhartal ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900224,"Respected Sir, ???? ????? Model Town ??? 15 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900053,"Dear officer, Load shedding Adhartal area mein bahut zyada ho rahi h, bijli sirf kuch ghante milti hai. Bahut pareshaan hain hum log.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900440,"?????? ??? ????? Patna ???? ???? ??? 5 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Sadar naman.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900186,"Namaste sir, Divyang pension yojna ka labh Sunita Patel ko 5 din se nahi mil raha Civil Lines mein, form baar baar reject ho raha. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900264,"Namaste sir, ???? Nagpur ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 10 din ??? ?? ??? ???????? ????? Bahut pareshaan hain hum log.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900449,"Passbook update Raipur bank branch mein 15 din se nahi ho raha, staff kaam nahi kar rahe. ????? ???? ???????? ?????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900545,Contract worker Sector 7 factory mein PF aur ESI ka labh nahi diya ja raha h kai mahino se. ????? ???? ???????? ?????,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900447,"?????, Passbook update Civil Lines bank branch mein 5 din se nahi ho raha, staff kaam nahi kar rahe. Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900272,"Sir/Madam, FIR Jabalpur thane mein darj nahi ki ja rahi hai 15 din se, police sun nahi rahi. Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900526,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 1500 ???? ????? ?? Gandhi Nagar ???????? ????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900357,"Government school Lucknow mein books two weeks se distribute nahi hui, session shuru ho chuka hai.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900442,"?????? ??? ????? Shastri Colony ???? ???? ??? 3 days ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900098,"Sadak Patna mein 2 hafte se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Otherwise we will protest.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900260,"FIR Raipur thane mein darj nahi ki ja rahi hai 3 din se, police sun nahi rahi. ????? ???? ???????? ?????",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900302,"Blood bank Madan Mahal mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900509,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 10000 ???? ????? ?? Gandhi Nagar ???????? ???? Otherwise we will protest.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900504,"Ration dealer Model Town mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. ????? ???? ???????? ?????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900390,"Dear officer, Midday meal quality Shastri Colony school mein bahut kharab hai, bacche bimar pad rahe hain. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900462,"Sir/Madam, ?????? ??? ????? Jabalpur ???? ???? ??? 3 din ?? ????? ??, ??? ??? ???????? ????? ?? ??? ????",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900466,"Passbook update Shastri Colony bank branch mein two weeks se nahi ho raha, staff kaam nahi kar rahe.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900156,"Geeta Bai ki pension one week se nahi mili hai, bank account Varanasi branch mein hai. Please take urgent action.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900093,"Speed breaker Ward 12 mein bina signage ke bana diya gaya, 5 din mein do accident ho chuke hain.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900025,"Dear officer, Water supply ka pipeline Jaipur mein fata pada hai, saaf paani nahi mil raha logo ko. Thank you.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900610,"Dear officer, Birth certificate Ward 12 nagar nigam se 10 din se nahi bana, school admission ruk gaya. Sadar naman.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900270,"FIR Gandhi Nagar thane mein darj nahi ki ja rahi hai a month se, police sun nahi rahi. Thank you.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900537,"Contractor Napier Town construction site par safety equipment nahi deta, accident ka khatra rehta hai. Otherwise we will protest.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900576,"Respected Sir, ???????? Indore ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 5 din ???",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900123,"?????, Municipal safai gaadi Patna area cover nahi karti, kachra jama hota rehta hai roz. ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900394,"Respected Sir, PDS dealer Nagpur mein kerosene nhi de raha, black market mein bech raha h shayad. ????? ???? ???????? ?????",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900155,"Namaste sir, Municipal safai vibhag Gwalior mein complaint karne par bhi kachra nahi uthata, ganda mahaul hai. Otherwise we will protest.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900579,"Respected Sir, Death certificate apply kiya tha a month pehle Nagpur mein, abhi tak nahi mila. Thank you.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900094,"Flyover construction Shastri Colony mein delay ho raha hai two weeks se, traffic diversion se logo ko dikkat.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900238,"Dear officer, Registry ke baad bhi khasra number update nahi hua Gandhi Nagar revenue office mein. Otherwise we will protest.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900433,"?????, ?????? ??? ????? Jabalpur ???? ???? ??? two weeks ?? ????? ??, ??? ??? ???????? ????? ?? ??? ???? Otherwise we will protest.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900108,"Namaste sir, Flyover construction Jaipur mein delay ho raha hai 10 din se, traffic diversion se logo ko dikkat.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900159,"Dear officer, Divyang pension yojna ka labh Vikas Tiwari ko 3 din se nahi mil raha Gandhi Nagar mein, form baar baar reject ho raha. Otherwise we will protest.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900168,"Namaste sir, Divyang pension yojna ka labh Sunita Patel ko 20 din se nahi mil raha Jaipur mein, form baar baar reject ho raha.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900608,"Birth certificate Raipur nagar nigam se 20 din se nahi bana, school admission ruk gaya. Bahut pareshaan hain hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900586,"Death certificate apply kiya tha 3 days pehle Kanpur mein, abhi tak nhi mila. Bahut pareshaan hain hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900560,???????? Kanpur ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 20 din ??? Please take urgent action.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900584,"Dear officer, Birth certificate Gandhi Nagar nagar nigam se a month se nahi bana, school admission ruk gaya. Bahut pareshaan hain hum log.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900564,"?????, Contractor Indore construction site par safety equipment nahi deta, accident ka khatra rehta hai. Bahut pareshaan hain hum log.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900184,"Ashok Gupta ki pension one week se nahi mili hai, bank account Sector 7 branch mein hai. Sadar naman.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900603,"Sir/Madam, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Kotwali area ???????? ??, ????? ?????? ????? ???? ???????? ?????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900059,"Respected Sir, Load shedding Varanasi area mein bahut zyada ho rahi h, bijli sirf kuch ghante milti hai. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900072,"Load shedding Gandhi Nagar area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. Please take urgent action.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900256,"Respected Sir, FIR Wright Town thane mein darj nahi ki ja rahi hai 1 hafta se, police sun nahi rahi. Please take urgent action.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900137,"Namaste sir, Municipal safai vibhag Raipur mein complaint karne par bhi kachra nahi uthata, ganda mahaul hai. Otherwise we will protest.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900513,"Namaste sir, ????? ?????? ???? ?????? ?? ??? 2000 ???? ????? ?? Jaipur ???????? ???? Sadar naman.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900227,"Respected Sir, Registry ke baad bhi khasra number update nahi hua Jabalpur revenue office mein.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900487,"?????, Ration dealer Model Town mein har mahine paise leta hai anaj dene ke liye, complaint dena chahta hoon. Sadar naman.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900176,"?????, Divyang pension yojna ka labh Ramesh Kumar ko 3 din se nahi mil raha Jaipur mein, form baar baar reject ho raha. ????? ???? ???????? ?????",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900033,"Namaste sir, Drinking water contaminated hai Jaipur mein, please send sample testing team. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900153,"Dear officer, Garbage Bhopal mein 10 din se uthaya nhi gaya, badbu aa rahi hai.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900215,"Respected Sir, ???? ????? Civil Lines ??? 2 hafte ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900237,"Respected Sir, Registry ke baad bhi khasra number update nahi hua Raipur revenue office mein. Please take urgent action.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900249,"Namaste sir, ???? ????? Gwalior ??? 20 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Kripya jald samadhan karein.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900087,"Namaste sir, Sadak Kanpur mein 3 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. ????? ???? ???????? ?????",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900588,"?????, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Ranchi ???????? ??, ????? ??????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900031,"???? ?????? ?? ??? Adhartal ??? ???? ????? ??? ???? ???, logo ko paani nahi mil pa raha.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900265,"Sir/Madam, ???? Ward 12 ??? ?????? ???? ?? ?? ????? ?? ??????? ????, 20 din ??? ?? ??? ???????? ????? Sadar naman.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900587,"?????, Birth certificate Napier Town nagar nigam se 10 din se nahi bana, school admission ruk gaya. Otherwise we will protest.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900102,"?????, Speed breaker Model Town mein bina signage ke bana diya gaya, one week mein do accident ho chuke hain. Thank you.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900503,"Dear officer, Bribe li gayi thi Ramesh Kumar se Kotwali area office mein kaam ke badle mein, sabuth hai. ????? ???? ???????? ?????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900119,"????????? ???? ????? Bhopal ??? ??????? ?? ??? ???, ???? ????? ???? ? ???? ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900335,"Namaste sir, Blood bank Lucknow mein zaroori blood group available nhi tha emergency mein, delay se dikkat hui. Bahut pareshaan hn hum log.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900046,"Namaste sir, Load shedding Jaipur area mein bahut zyada ho rahi hai, bijli sirf kuch ghante milti hai. ????? ???? ???????? ?????",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900388,"Respected Sir, Government school Ward 12 mein books 1 hafta se distribute nahi hui, session shuru ho chuka hai.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900327,"Respected Sir, Blood bank Raipur mein zaroori blood group available nhi tha emergency mein, delay se dikkat hui. Otherwise we will protest.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900459,"Passbook update Jabalpur bank branch mein 15 din se nhi ho raha, staff kaam nahi kar rahe. Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900331,"Namaste sir, Blood bank Kanpur mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Otherwise we will protest.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900482,"Respected Sir, ????? ?????? ???? ?????? ?? ??? 500 ???? ????? ?? Patna ???????? ???? Bahut pareshaan hain hum log.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900602,"Respected Sir, Death certificate apply kiya tha 15 din pehle Gwalior mein, abhi tak nahi mila. Sadar naman.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900311,"Blood bank Sector 7 mein zaroori blood group available nahi tha emergency mein, delay se dikkat hui. Thank you.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900574,Contract worker Kanpur factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se. Kripya jald samadhan karein.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900372,"Namaste sir, Government school Raipur mein books a month se distribute nahi hui, session shuru ho chuka hai. Sadar naman.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900413,"Sir/Madam, ???? ?? ????? Napier Town ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Kripya jald samadhan karein.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900428,"????????? ????? ??????? Lucknow ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Otherwise we will protest.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900566,"Namaste sir, Contractor Indore construction site par safety equipment nahi deta, accident ka khatra rehta hai. ????? ???? ???????? ?????",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900596,"Death certificate apply kiya tha 20 din pehle Kotwali area mein, abhi tak nahi mila.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900037,"Dear officer, Drinking water contaminated hai Gwalior mein, please send sample testing team.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900438,"Respected Sir, Passbook update Model Town bank branch mein one week se nahi ho raha, staff kaam nahi kar rahe. Kripya jald samadhan karein.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900528,????? ?????? ???? ?????? ?? ??? 3000 ???? ????? ?? Madan Mahal ???????? ????,Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900223,"?????, Registry ke baad bhi khasra number update nhi hua Model Town revenue office mein. ????? ???? ???????? ?????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900406,"Dear officer, ????????? ????? ??????? Adhartal ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ???",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900220,"Respected Sir, ???? ????? Jaipur ??? 10 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Kripya jald samadhan karein.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900313,"Sarkari hospital Varanasi mein doctor 1 mahine se nhi aa rahe, mareez pareshan hn.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900575,???????? Gwalior ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 1 mahine ??? Bahut pareshaan hain hum log.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900250,"???? ????? Lucknow ??? 3 days ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ????",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900281,"Respected Sir, FIR Ranchi thane mein darj nhi ki ja rahi h a month se, police sun nahi rahi.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900383,"Midday meal quality Gwalior school mein bahut kharab hai, bacche bimar pad rahe hain. Bahut pareshaan hain hum log.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900583,"Respected Sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Napier Town ???????? ??, ????? ??????",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900543,"Sir/Madam, Contractor Sector 7 construction site par safety equipment nhi deta, accident ka khatra rehta h. Please take urgent action.",Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900514,????? ?????? ???? ?????? ?? ??? 1000 ???? ????? ?? Adhartal ???????? ???? ????? ???? ???????? ?????,Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900423,"Respected Sir, ????????? ????? ??????? Ward 12 ?? ????? ??? ?? ???? ?????, ???? ???? ??? ???? ?????? ??? Kripya jald samadhan karein.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900552,???????? Varanasi ??? ??????? ?? ??????? ???? ???? ???? ?? ??? ?? 1 hafta ??? Please take urgent action.,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900498,"Bribe li gayi thi Anil Yadav se Napier Town office mein kaam ke badle mein, sabuth hai. Sadar naman.",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900228,"Dear officer, ???? ????? Madan Mahal ??? 20 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Bahut pareshaan hain hum log.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900501,"Respected Sir, ????? ?????? ???? ?????? ?? ??? 1000 ???? ????? ?? Napier Town ???????? ????",Corruption & Bribery,,,,,,,,,,,,,,,,,,,,,,,
GRVH900292,"Sir/Madam, ???? Kotwali area ??? ?????? ???? ?? ?? ????? ?? ??????? ????, two weeks ??? ?? ??? ???????? ????? Otherwise we will protest.",Police & Law and Order,,,,,,,,,,,,,,,,,,,,,,,
GRVH900147,"?????, Municipal safai vibhag Jabalpur mein complain karne par bhi kachra nahi uthata, ganda mahaul h. ????? ???? ???????? ?????",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900077,"Sir/Madam, Meter reading galat li gayi h Nagpur mein, bill 10000 zyada aaya, bijli connection sahi hai fir bhi. Otherwise we will protest.",Electricity,,,,,,,,,,,,,,,,,,,,,,,
GRVH900601,"Respected Sir, ???? ?????? ???? ??? ??? ??? ?? ??? ?? Ward 12 ???????? ??, ????? ?????? Kripya jald samadhan karein.",Municipal Certificates,,,,,,,,,,,,,,,,,,,,,,,
GRVH900244,Registry ke baad bhi khasra number update nahi hua Gandhi Nagar revenue office mein.,Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900107,"Sadak Napier Town mein 15 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Bahut pareshaan hain hum log.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900374,"Namaste sir, Government school Lucknow mein books a month se distribute nahi hui, session shuru ho chuka hai. Kripya jald samadhan karein.",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900006,"No proper drinking water paani facility in Shastri Colony village, women have to walk 2km daily. Otherwise we will protest.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900115,"Sir/Madam, Sadak Nagpur mein 20 din se kaam adhura pada hai, dhool aur gaddo ki wajah se logo ko pareshani. Please take urgent action.",Roads & Infrastructure,,,,,,,,,,,,,,,,,,,,,,,
GRVH900164,"Respected Sir, Divyang pension yojna ka labh Mohd. Salim ko two weeks se nahi mil raha Jaipur mein, form baar baar reject ho raha. Sadar naman.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900556,Contract worker Raipur factory mein PF aur ESI ka labh nahi diya ja raha hai kai mahino se. ????? ???? ???????? ?????,Employment & Labour,,,,,,,,,,,,,,,,,,,,,,,
GRVH900174,"Ramesh Kumar ki pension one week se nahi mili hai, bank account Jaipur branch mein hai. Thank you.",Pension & Provident Fund,,,,,,,,,,,,,,,,,,,,,,,
GRVH900361,"Dear officer, Midday meal quality Madan Mahal school mein bahut kharab hai, bacche bimar pad rahe hain. ????? ???? ???????? ?????",Education & Schools,,,,,,,,,,,,,,,,,,,,,,,
GRVH900247,"Dear officer, ???? ????? Model Town ??? 10 din ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Thank you.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
GRVH900038,"???? ?????? ?? ??? Civil Lines ??? ???? ????? ??? ???? ???, logo ko paani nhi mil pa raha.",Water Supply,,,,,,,,,,,,,,,,,,,,,,,
GRVH900407,"Sir/Madam, ???? ?? ????? Patna ??? ??? ??? ??????? ?? ??? ??, ?? ???? ???? ?? ??? ??? Kripya jald samadhan karein.",Ration & Public Distribution System,,,,,,,,,,,,,,,,,,,,,,,
GRVH900332,"Dear officer, Sarkari hospital Shastri Colony mein doctor 3 din se nahi aa rahe, mareez pareshan hain.",Healthcare & Hospitals,,,,,,,,,,,,,,,,,,,,,,,
GRVH900140,"Municipal safai vibhag Ranchi mein complaint karne par bhi kachra nahi uthata, ganda mahaul hai. Bahut pareshaan hain hum log.",Sanitation & Garbage,,,,,,,,,,,,,,,,,,,,,,,
GRVH900458,"Sir/Madam, Passbook update Gwalior bank branch mein a month se nahi ho raha, staff kaam nahi kar rahe. Thank you.",Banking & Financial Services,,,,,,,,,,,,,,,,,,,,,,,
GRVH900246,"Respected Sir, ???? ????? Gwalior ??? a month ?? ?????? ?? ??? ????? ??, ??? ?????? ???? ?? ???? Sadar naman.",Land Records & Revenue,,,,,,,,,,,,,,,,,,,,,,,
